序號,社福團體名稱,愛心碼,社福團體簡稱,社福團體統編,縣市
1,社團法人台灣愛鄰社區服務協會,2047,愛鄰協會,18478878,臺北市
2,財團法人千佛山慈善基金會,885,千佛山慈善,08246787,臺北市
3,財團法人天主教靈醫會私立聖嘉民啟智中心,57880,聖嘉民啟智,66253259,宜蘭縣
4,財團法人博幼社會福利基金會,131,博幼基金會,14935826,南投縣
5,中華民國無障礙科技發展協會,888,,81598302,
6,財團法人台南市私立天主教瑞復社會福利基金會,52099,美善基金會,36721663,臺南市
7,財團法人雅文兒童聽語文教基金會,889881,雅文基金會,19992108,臺北市
8,財團法人台北市私立雙連視障關懷基金會,520,雙連視障,81599528,臺北市
9,中華民國運動神經元疾病病友協會,621,漸凍人協會,81582505,臺北市
10,財團法人創世社會福利基金會,919,,00969129,臺北市
11,中華民國老人福利推動聯盟,999,老盟,01032260,臺北市
12,財團法人犯罪被害人保護協會,5850,,19326837,臺北市
13,財團法人台灣兒童暨家庭扶助基金會,8585,家扶基金會,52628812,臺北市
14,財團法人伊甸社會福利基金會,25885,伊甸基金會,05200169,臺北市
15,財團法人台北市失親兒福利基金會,88472,,48925889,臺北市
16,台灣少年權益與福利促進聯盟,329580,台少盟,99032503,臺北市
17,財團法人臺灣更生保護會,788595,,04173475,臺北市
18,社團法人宜蘭縣自閉症者福利協進會,1313677,,19320849,宜蘭縣
19,社團法人國際生命線台灣總會,1995,生命線總會,69743528,臺北市
20,財團法人台東基督教醫院,299,東基,93506428,臺東縣
21,財團法人嘉義市私立瑞泰老人長期照護中心,669,瑞泰安養,14296243,嘉義市
22,社團法人高雄市慈善團體聯合總會,3226666,高慈總,76236266,高雄市
23,中華民國腦性麻痺協會,885885,中華腦麻,77126822,臺北市
24,財團法人新北市私立明新兒童發展中心,3769,明新兒發,02344889,新北市
25,財團法人大甲媽社會福利基金會附設臺中縣私立鎮瀾兒童家園,20999,鎮瀾家園,45797827,臺中市
26,台灣寶希望樹兒童協會,288,台灣寶,31886525,臺北市
27,社團法人台灣濟公盲人愛心會,3838,濟盲愛心會,34942803,新北市
28,社團法人新北市照顧生命協會,4987,狗捐血中心,49879032,新北市
29,中華救助總會,5943,救總,03707402,臺北市
30,財團法人南投縣私立南投仁愛之家,2222151,南投仁家,61609604,南投縣
31,財團法人中華文化社會福利事業基金會,5948,中華社福,04140593,臺北市
32,社團法人屏東縣海青青弘會,909,海青青弘會,13277872,屏東縣
33,社團法人高雄市臻愛天使兒少關懷協會,7931030,臻愛天使,36619843,高雄市
34,社團法人中華漢翔百元扶幼協會,294100,,25455484,臺中市
35,社團法人台灣動物社會研究會,677677,動研會,17874983,新北市
36,財團法人福建更生保護會,4416518,福建更保會,77355676,金門縣
37,台灣狗腳印幸福聯盟,591,狗腳印,39958753,桃園市
38,聲暉協進會,33000,山海屯聲暉,77667299,臺中市
39,社團法人中華民國自閉症總會,1577,自閉症總會,97975230,臺北市
40,財團法人罕見疾病基金會,9527,罕病基金會,19340872,臺北市
41,社團法人桃園縣社區精神復健協會,0885,桃精協,09757110,桃園市
42,社團法人基隆市脊髓損傷者協會,8858,,95926558,基隆市
43,財團法人切膚之愛社會福利慈善事業基金會,9866,切膚之愛,98661882,彰化縣
44,財團法人台北市私立愛愛院,3060493,私立愛愛院,03772402,臺北市
45,台灣動物不再流浪協會,599,MIX,09936183,新北市
46,社團法人台北市晚晴婦女協會,0096,台北晚晴,00969970,臺北市
47,財團法人台灣兒童暨家庭扶助基金會台北市北區分事務所,176176,北區家扶,20082155,臺北市
48,社團法人台南市熱蘭遮失智症協會,5271,熱蘭遮,29451453,臺南市
49,社團法人台灣赤子心過動症協會,9449,赤子心,21726578,臺北市
50,社團法人中華民國照顧服務員專業發展協會,1213,照服專協,34865622,新北市
51,康寧學校財團法人康寧大學,137,康寧大學,42321102,臺北市
52,財團法人嘉義縣私立嘉惠教養院,2390069,嘉惠教養院,29418899,嘉義縣
53,社團法人高雄市向陽自立生活協會,954846,向陽,36954846,高雄市
54,公益慈善會,1234,慈善會,98774422,新竹縣
55,財團法人高雄市私立星星兒社會福利基金會,88772,星星兒,17949823,高雄市
56,財團法人台灣省私立台灣盲人重建院,195185,盲人重建院,34078596,新北市
57,財團法人惠光導盲犬教育基金會,199185,惠光導盲犬,97991914,新北市
58,財團法人台灣癌症基金會,1799,癌症基金會,81581169,臺北市
59,社團法人花蓮縣老人暨家庭關懷協會,5577,老家,29361869,花蓮縣
60,財團法人天主教白永恩神父社會福利基金會,1111111,,18493218,臺北市
61,財團法人圓覺宗智敏慧華金剛上師教育基金會,0123,智敏慧華,76942706,臺北市
62,財團法人李勝賢文教基金會,1314885,,93859359,臺東縣
63,社團法人台灣福氣社區關懷協會,52020,福氣協會,25473292,臺中市
64,社團法人台灣基地協會,1069,基地協會,39880587,臺中市
65,財團法人嘉義縣私立瑞泰社會福利基金會,225225,瑞泰基金會,99205791,嘉義縣
66,財團法人勇源輔大乳癌基金會,10178,勇源輔大,01853441,新北市
67,社團法人新竹市心理衛生協會,5152464,竹心衛協會,99461150,新竹市
68,中華同舟共濟服務社,1970,中華同舟,02900983,新北市
69,財團法人桃園縣私立觀音愛心家園,995,,09682414,桃園市
70,財團法人天主教會嘉義教區,025520,安仁家園,36725844,嘉義縣
71,財團法人屏東縣私立基督教伯大尼之家,90061,伯大尼之家,87879173,屏東縣
72,社團法人屏東縣自閉症協進會,7351024,屏東自閉症,97951531,屏東縣
73,社團法人中華民國向陽關懷協會,777,向陽,25826319,臺南市
74,社團法人中華安得烈慈善協會,786,安得烈慈善,26328803,臺北市
75,財團法人愛盲基金會,5880,愛盲基金會,77124795,臺北市
76,醫療財團法人正德癌症醫療基金會,179,正德醫療,10726220,高雄市
77,社團法人宜蘭縣渡安居女性關懷協會,1011212,,37948484,宜蘭縣
78,財團法人新北市私立鈊象電子社會福利慈善事業基金會,885168,鈊象基金會,37824940,新北市
79,社團法人台灣王荷世界心性教育學會,56789,王荷世界,36866668,臺南市
80,社團法人台北市歐伊寇斯OIKOS社區關懷協會,17247,歐伊寇斯,48885198,臺北市
81,社團法人中華民國哈利路亞社區關懷協會,3377777,哈利路亞,99614326,臺北市
82,社團法人台灣脊髓肌肉萎縮症病友協會,0675,ＳＭＡ協會,21351282,高雄市
83,財團法人亞太心理腫瘤學交流基金會,1029,心腫基金會,02751436,新北市
84,社團法人中華民國合家歡協會,1234567,合家歡協會,48837366,臺北市
85,中華民國海軍退伍軍人協會,9974,退伍軍人,99748063,新北市
86,社團法人雲林縣兒童福利發展協會,5223040,雲兒福,15584805,雲林縣
87,財團法人屏東縣私立迦南身心障礙養護院,7707097,迦南養護院,17017878,屏東縣
88,財團法人靖娟兒童安全文教基金會,515,靖娟基金會,00974798,臺北市
89,社團法人台灣公益團體自律聯盟,1111,公益自律,48688957,臺北市
90,財團法人中華基督教伯特利會總會,8828,長榮養護院,19478828,花蓮縣
91,財團法人桃園縣私立康福智能發展中心,2585,康福中心,29351291,桃園市
92,世界聯合保護動物協會,299299,台中世聯會,98193305,臺中市
93,社團法人宜蘭縣得安家庭關懷協會,94180,得安協會,30112777,宜蘭縣
94,財團法人桃園縣私立丞好家園,3776371,丞好家園,37763710,桃園市
95,社團法人嘉義縣扶緣服務協會,616,扶緣,21664411,嘉義縣
96,岡山大專青年協會,71583,岡大會,74800837,高雄市
97,社團法人嘉義市盲人福利協進會,2291292,嘉義盲協,87672840,嘉義市
98,善護協會,3505,臺中善護,26870397,臺中市
99,財團法人愛家文化事業基金會,27365,愛家基金會,20099450,臺北市
100,財團法人海棠文教基金會,1151,海棠,01031190,臺北市
101,社團法人雲林縣北港身心障礙者福利協會,1229,北港身障,18431229,雲林縣
102,財團法人南投縣私立德安啟智教養院,85717,德安,17718533,南投縣
103,財團法人台灣兒童暨家庭扶助基金會台中市南區分事務所,5584,,52697697,臺中市
104,財團法人台灣兒童暨家庭扶助基金會,8455,台中希望,45601437,臺中市
105,財團法人新竹縣天主教世光教養院,0280928,,02809280,新竹縣
106,社團法人中華基督教福音協進會,51990,福音協進會,77120806,新北市
107,社團法人雲林縣聲暉協進會,630123,雲林聲暉,98193570,雲林縣
108,財團法人台北市基督教勵友中心,101,,04151704,臺北市
109,財團法人介惠社會福利慈善基金會,05178,介惠基金會,01050111,新北市
110,財團法人天主教臺南市私立德蘭啟智中心,2025,德蘭啟智,08437879,臺南市
111,社團法人臺中市山海屯啟智協會,626626,山海屯,05777509,臺中市
112,社團法人台灣伴侶權益推動聯盟,178,伴侶盟,31899351,臺北市
113,社團法人台灣法爾禪修中心學會,82168,法爾學會,26334381,臺北市
114,臺灣第六生態發展協會,169,第六生態,38527721,臺北市
115,社團法人中華民國白玫瑰社會關懷協會,925,白玫瑰協會,31814375,臺北市
116,私立五甲教養院,5259,五甲教養院,17961972,臺南市
117,財團法人臺灣省私立永信社會福利基金會,982,永信社福,56627997,臺中市
118,社團法人中華民國身心障礙聯盟,5252,身心障礙盟,76941592,臺北市
119,社團法人台灣同志諮詢熱線協會,0609,熱線,18037789,臺北市
120,財團法人普仁青年關懷基金會,17270,普仁基金會,18481135,臺北市
121,社團法人雲林縣虎尾殘障福利協會,6332675,虎尾協會,95812767,雲林縣
122,財團法人台南市私立蓮心園社會福利慈善事業基金會,2525,蓮心園,20258597,臺南市
123,財團法人日月之光慈善事業基金會,568,日月之光,10269379,高雄市
124,社團法人台灣家族系統排列協會,3969,家排協會,39693732,臺北市
125,社團法人南投縣康復之友協會,2422925,南投縣康協,08819010,南投縣
126,財團法人國紹泌尿科學教育基金會,70818,國紹基金會,14533935,新北市
127,財團法人雲林縣私立信義育幼院,5955836,信義育幼院,97605188,雲林縣
128,社團法人臺中市商業愛心會,1885,,26881556,臺中市
129,財團法人台中市私立慈光社會福利慈善事業基金會,3300,慈光基金會,94980870,臺中市
130,中華民國善天救助弱勢慈善協會,1919,善天,26043709,臺南市
131,社團法人桃園市聲暉協進會,5231,桃園聲暉,95928628,桃園市
132,中華民國紅心字會,7777777,,02276242,臺北市
133,財團法人人安社會福利慈善事業基金會,918,,14924068,臺北市
134,社團法人中華民國家庭照顧者關懷總會,580097,家總,97992408,臺北市
135,財團法人苗栗縣私立幼安教養院,2595,幼安教養院,78548461,苗栗縣
136,社團法人台北市自閉症家長協會,772,,77120643,臺北市
137,社團法人新竹市生命線協會,9595,竹市生命線,47347622,新竹市
138,財團法人天主教會嘉義教區,225,聖心教養院,06342573,嘉義縣
139,財團法人台中市私立張秀菊社會福利慈善事業基金會,0303,張秀菊,99381591,臺中市
140,財團法人佛教僧伽醫護基金會,3131,僧醫會,74997819,新北市
141,財團法人台灣關愛基金會,2597885,關愛基金會,26396415,臺北市
142,財團法人林業生社會福利慈善事業基金會,24013,林業生,21482469,臺中市
143,財團法人天主教會台中教區附設立達啟能訓練中心,01985,立達,77931381,臺中市
144,財團法人桃園縣私立心燈啟智教養院,4205558,心燈啟智,08412384,桃園市
145,財團法人苗栗縣私立廣愛教養院,3498,廣愛教養院,98173498,苗栗縣
146,社團法人苗栗縣生命線協會,362110,苗栗生命線,66809433,苗栗縣
147,財團法人天主教會台中教區,20855,聖母聖心,78627227,彰化縣
148,社團法人新竹縣天使之音協會,5586551,,26641043,新竹縣
149,社團法人台灣護家協會,300,護家協會,40777631,臺南市
150,社團法人高雄市野鳥學會,2361086,高雄鳥會,99736030,高雄市
151,財團法人佛教慈恩育幼基金會,728,育幼基金會,76201061,高雄市
152,財團法人董氏基金會,531,董氏基金會,14104483,臺北市
153,社團法人台南市盲人福利協進會,211,南盲,69877173,臺南市
154,中華民國癌病腫瘤患者扶助協會,6088,癌扶協會,41474184,新北市
155,財團法人台中市私立慈光社會福利慈善事業基金會附設台中市私立慈馨兒少之家,2213,慈馨兒少家,45496548,臺中市
156,社團法人新竹市聲暉協會,97324,新竹聲暉,10591757,新竹市
157,城市之光關懷協會,700,城市之光,21821067,臺中市
158,財團法人台東縣私立柏林老人養護中心,339985,柏林養護,13548087,臺東縣
159,社團法人中華民國恩福會,100,恩福會,29336095,苗栗縣
160,社團法人桃園縣生命線協會,031995,桃園生命線,36443970,桃園市
161,財團法人富邦慈善基金會,17520,,01051934,臺北市
162,中華民國流浪天使護佑生命協會,0824,流浪天使,41453527,新北市
163,財團法人心路社會福利基金會,876,心路基金會,00968326,臺北市
164,社團法人彰化縣愛鄰社會福利協會,500,彰化愛鄰,99191972,彰化縣
165,財團法人全民健康基金會,120,全健會,48858761,臺北市
166,財團法人嘉義市私立嘉愛啟智發展中心,5656,嘉愛,99535836,嘉義市
167,社團法人中華基督教讚美關懷協會,1360,讚美協會,09684525,新北市
168,社團法人台灣同志家庭權益促進會,6878,同家會,26331510,新北市
169,社團法人台北市喜願協會,2718,喜願協會,92000392,臺北市
170,社團法人中華民國喜願協會,2656,喜願協會,18486737,臺北市
171,社團法人台中市盲人福利協進會,520580,,77230923,臺中市
172,財團法人濟興長青基金會,86129,濟興基金會,19886155,高雄市
173,財團法人台灣國際奧比斯防盲救盲基金會,2000,奧比斯,14308162,臺北市
174,社團法人苗栗縣身心障礙福利協進會,4326,苗栗身障,95844326,苗栗縣
175,社團法人台灣導盲犬協會,5299,台灣導盲犬,14697346,臺北市
176,財團法人雲林縣雲萱基金會,0688,雲萱基金會,20376503,雲林縣
177,社團法人新北市盲人福利協進會,9999,新北盲協,08577553,新北市
178,財團法人屏東縣私立清境家園社會福利慈善事業基金會,7533557,清境家園,99585379,屏東縣
179,台灣酷兒權益推動聯盟,5874,酷兒盟,41121387,新北市
180,財團法人和氣大愛文教基金會,2715,和氣大愛,17870945,新北市
181,社團法人台灣愛田關懷協會,941,愛田協會,42214243,新北市
182,財團法人花蓮縣私立博愛居安廬老人安養中心,212,博愛居安廬,83801739,花蓮縣
183,財團法人苗栗縣私立新苗發展中心,257885,新苗,20374792,苗栗縣
184,財團法人天主教靈醫會,011668,聖嘉民老人,26107061,宜蘭縣
185,社團法人台北市愛兔協會,5222,愛兔協會,25588750,臺北市
186,財團法人兒童肝膽疾病防治基金會,520885,兒童肝基會,18039647,臺北市
187,財團法人佛教蓮花基金會,885814,蓮花基金會,92001701,臺北市
188,社團法人宜蘭縣公民監督聯盟,0507,宜督盟,26796587,宜蘭縣
189,財團法人臺北市華書慈善基金會,77777,華書,26263371,臺北市
190,社團法人中華民國新生活社會福利發展促進會,9997,新生活,99970598,新北市
191,財團法人國際單親兒童文教基金會,11111,單親兒童,87901689,新北市
192,中華民國老人福祉協會,1999,老福會,19472660,新北市
193,社團法人台灣社會工作實務發展協會,8518,社工實協,99874053,南投縣
194,社團法人台灣社造聯盟,4799,社造聯盟,48834179,臺北市
195,財團法人信業希望教育基金會,7694129,信業希望,30159104,新北市
196,財團法人瑪利亞社會福利基金會,880,,05557110,臺中市
197,財團法人至善社會福利基金會,4399,,48930399,臺北市
198,社團法人世界和平會,000,世界和平會,18494032,臺北市
199,盲人福利協進會,2558,,04124088,臺北市
200,財團法人台中市私立宏恩社會福利慈善基金會,1589,宏恩基金會,45365665,臺中市
201,財團法人嘉義市私立修緣育幼院,220225,修緣育幼院,78555574,嘉義市
202,財團法人天恆文教基金會,580580,,76894438,新北市
203,社團法人臺東縣自閉症協進會,3685,臺東縣自閉,36857725,臺東縣
204,社團法人臺東縣原住民嘎屋啦瀚文教發展協會,891606,嘎屋啦瀚,10462698,臺東縣
205,社團法人屏東縣兒童少年關懷協會,1022,兒少協會,99543929,屏東縣
206,財團法人台北市私立東森社會福利慈善基金會,131420,東慈基金會,18028254,臺北市
207,財團法人天主教會花蓮教區附設救星教養院,5297,我愛救星,37736340,臺東縣
208,財團法人台南市私立上崙社會福利慈善事業基金會,995885,,80896319,臺南市
209,財團法人18℃文化基金會,94218,18℃,26923839,南投縣
210,社團法人台南市癲癇之友協會,2350253,台南癲癇,20266554,臺南市
211,台灣預防醫學學會,391,,00956047,臺北市
212,財團法人桃園縣私立嘉惠啟智教養院,3891874,桃嘉惠啟智,83808846,桃園市
213,財團法人桃園縣樹仁基金會附設桃園教養院,71885,桃園教養院,26171106,桃園市
214,國際瑜珈培訓協會,0000001,國際瑜珈,47642357,高雄市
215,台灣四面佛慈善協會,1021109,四面佛協會,41121892,新北市
216,財團法人台南市私立吾愛吾家老人養護中心,520999,,17033201,臺南市
217,台灣展翅協會,5218,,01032732,臺北市
218,台北市心生活協會,1979322,心生活協會,99029731,臺北市
219,社團法人雲林縣啟智協會,1311,雲林啟智,20410312,雲林縣
220,中華傳愛社區服務協會,085,傳愛,17716789,臺中市
221,財團法人正德社會福利慈善基金會,923,正德社福,08490352,高雄市
222,保護動物協會,860713,新竹保動,83310749,新竹市
223,財團法人桃園縣私立仁友愛心家園,295,仁友,15745295,桃園市
224,財團法人台南市私立荷園社會福利慈善事業基金會,971103,荷園基金會,10797499,臺南市
225,社團法人台灣省大專青年服務協會,3886,owl,74870729,臺中市
226,博愛菁莪愛心會,777777,菁莪愛心會,99133621,臺南市
227,社團法人台灣黃絲帶愛網關懷協會,16940,台灣黃絲帶,09586947,臺南市
228,社團法人台灣彩虹原住民關懷協會,0258,彩協,17601702,新竹縣
229,社團法人新北市身心障礙者弘德協會,2981358,弘德協會,09616772,新北市
230,財團法人台東縣私立天主教聖十字架瑪利德蘭社會福利基金會,721,瑪利德蘭,34997721,臺東縣
231,中華大家功德會,999999,大家功德會,39879054,臺中市
232,台灣安寧照顧協會,220927,THO,02253590,新北市
233,中華民國弱勢者希望協會,168568,希望協會,26564762,桃園市
234,財團法人台灣兒童暨家庭扶助基金會,5900,桃園家扶,73762194,桃園市
235,財團法人彰化縣私立秀和慈善事業基金會,72995,秀和基金會,59348787,彰化縣
236,社團法人中華民國保護動物協會,7299,永遠愛動物,04861698,臺北市
237,社團法人臺灣照顧生命協會,589,貓狗119,10532202,臺北市
238,谷若思全人關懷協會,6711,谷若思,31615621,花蓮縣
239,財團法人高雄市私立樂仁啟智中心,60520,樂仁,76224493,高雄市
240,社團法人宜蘭縣聽障者聲暉協會,4185,宜蘭聲暉,77045455,宜蘭縣
241,社團法人中華民國小胖威利病友關懷協會,104,小胖威利,21789783,新北市
242,財團法人普寶環境保護基金會,3889,普寶基金會,38896647,臺中市
243,社團法人新北市家庭照顧者關懷協會,8018,新北家協,17880985,新北市
244,社團法人中華民國基督教楠梓大使命協會,5201313,楠梓大使命,41273449,高雄市
245,社團法人中華光鹽愛盲協會,818,,10312805,臺北市
246,財團法人台灣兒童暨家庭扶助基金會,5678585,新竹家扶,47253119,新竹市
247,財團法人羅慧夫顱顏基金會,012378,羅慧夫,01024959,臺北市
248,社團法人臺北縣康復之友協會,88749,北縣康,78213839,新北市
249,社團法人彰化縣脊髓損傷重建協會,8888,彰脊,78629816,彰化縣
250,財團法人台灣兒童暨家庭扶助基金會台中市北區分事務所,024,家扶中心,55937349,臺中市
251,財團法人台灣兒童暨家庭扶助基金會雲林分事務所,6323200,雲林家扶,20373560,雲林縣
252,社團法人中華民國肌萎縮症病友協會,5275,我愛肌萎,92078588,高雄市
253,財團法人主婦聯盟環境保護基金會,201314,主婦聯盟,01009232,臺北市
254,台中市身心障礙者體育會,170,台中身障會,25271330,臺中市
255,社團法人中華民國更生少年關懷協會,52616,更生少年,81599196,臺北市
256,社團法人台灣兒少生涯教育促進會,2631098,陪伴者協會,26310986,臺北市
257,社團法人中華民國濟世功德會,7474,濟世功德會,76894401,臺北市
258,財團法人城邦文化藝術基金會,117,城邦基金會,48772440,臺北市
259,社團法人臺灣雷特氏症病友關懷協會,6377,蕾雷家族,38621084,臺北市
260,社團法人台灣諾亞方舟動物同樂協會,5269,諾亞方舟,38599864,臺北市
261,財團法人環境品質文教基金會,2321,,21001407,臺北市
262,財團法人老五老基金會,050,老五老,20388655,臺中市
263,財團法人育成社會福利基金會,7085,育成基金會,08628053,臺北市
264,財團法人新竹市天主教仁愛社會福利基金會,228,,31424735,新竹市
265,社團法人台灣社會福利總盟,5845,社福總盟,48947906,臺北市
266,社團法人高雄市關懷流浪動物協會,529,社高關懷動,70997921,高雄市
267,財團法人天主教會台中教區附設彰化縣私立聖家啟智中心,7885580,彰化聖家,78629344,彰化縣
268,社團法人台南市腦性麻痺之友協會,815,台南腦麻,17020640,臺南市
269,社團法人台中市聲暉協進會,885770,台中市聲暉,77224788,臺中市
270,社團法人高雄市腎臟關懷協會,52313,腎協,08862629,高雄市
271,財團法人桃園縣私立懷德風箏緣地育幼院,5858,懷德育幼院,30386712,桃園市
272,社團法人高雄市家庭照顧者關懷協會,3223839,,17001067,高雄市
273,社團法人嘉義市腦性麻痺協會,2855669,嘉義腦麻,74823748,嘉義市
274,財團法人彰化縣私立博愛服務中心,0000,博愛,08376319,彰化縣
275,社團法人中華基督教以琳關懷協會,5210,以琳學園,26263597,臺北市
276,社團法人宜蘭縣愛加倍關懷協會,678,宜愛加倍,26701885,宜蘭縣
277,財團法人愛心第二春文教基金會,8989,愛基會,97985032,臺北市
278,財團法人台灣兒童暨家庭扶助基金會金門分事務所,326139,,92997381,金門縣
279,財團法人天主教華光社會福利基金會,1251,,14301251,新竹縣
280,聲暉協會,775885,,08223840,高雄市
281,財團法人新竹市私立愛恆啟能中心,521,,17430320,新竹市
282,社團法人高雄市小草關懷協會,1733,小草協會,99696142,高雄市
283,社團法人台灣環境資訊協會,17930,環資,13527273,臺北市
284,社團法人台灣關懷人權與健康協會,7799,人權健康,10262100,高雄市
285,財團法人忠義社會福利事業基金會,25999,忠義基金會,05200153,臺北市
286,社團法人台北市視障者家長協會,8899,北視家協,19616651,臺北市
287,社團法人台灣露德協會,852,露德協會,48761056,臺北市
288,社團法人台北市基督教萬芳浸信會,0915915,萬芳浸信會,15564435,臺北市
289,社團法人中華民國工作傷害受害人協會,428,工傷協會,00999643,臺北市
290,山海屯脊髓損傷協會,6256,山海屯脊協,78949677,臺中市
291,社團法人宜蘭縣智障者權益促進會,265,宜智障協會,66268366,宜蘭縣
292,財團法人金花教育基金會,1468,MF,41051468,宜蘭縣
293,宜蘭縣蘭陽青年公益發展協會,1699,蘭青公益,31751462,宜蘭縣
294,財團法人宜蘭縣私立蘭馨婦幼中心,235,蘭馨,19324774,宜蘭縣
295,財團法人中華民國佛教慈濟慈善事業基金會,779,,94800552,花蓮縣
296,財團法人台灣兒童暨家庭扶助基金會基隆分事務所,33085,基隆家扶,20008206,基隆市
297,社團法人中華民國國際幼兒教育協會,0618,幼教協會,26266665,臺北市
298,社團法人台灣世界愛滋快樂聯盟,1040524,,10405249,屏東縣
299,社團法人中華民國寵物友善協會,52982,寵物友善,26399031,臺北市
300,財團法人臺北市林芳瑾社會福利慈善事業基金會,88087,,48842142,臺北市
301,社團法人中華民國愛與希望協會,9876,愛與希望,31536464,新北市
302,社團法人中華民國聽障棒壘球協會,52206,華聽棒壘協,10932896,臺中市
303,財團法人台南市私立天主教瑞復益智中心,52088,,69678245,臺南市
304,財團法人彰化縣私立基督教喜樂保育院,5276,喜樂保育院,59138972,彰化縣
305,社團法人雲林縣老人福利保護協會,1313,,20413578,雲林縣
306,財團法人台灣兒童暨家庭扶助基金會宜蘭分事務所,078585,,40642557,宜蘭縣
307,財團法人台灣兒童暨家庭扶助基金會南投分事務所,70885,,61930549,南投縣
308,財團法人臺北市婦女救援社會福利事業基金會,8595,婦援會,00969916,臺北市
309,社團法人高雄市超越巔峰關懷協會,6565,癲癇協會,19881074,高雄市
310,社團法人台灣善行天下發展協會,9009,善行天下,25442279,苗栗縣
311,內政部委託財團法人台灣省天主教會新竹教區辦理台灣省寧園安養院,5979066,寧園安養院,78028790,新竹縣
312,社團法人高雄縣憨兒就業輔導協會,17843,憨兒窯,36619581,高雄市
313,社團法人中華萱民會,5680,中華萱民會,99206089,屏東縣
314,財團法人台南市私立康寧教養院,0202,康寧教養院,97944672,臺南市
315,財團法人雙福社會福利慈善事業基金會,2003098,晨光中心,99167902,嘉義市
316,財團法人大眾教育基金會,017885,大眾基金會,76947300,臺北市
317,台灣圓道佛教文化交流協進會,7117,圓道禪院,26059743,高雄市
318,基督教青年會,1982,彰YMCA,59290700,彰化縣
319,財團法人中華民國發展遲緩兒童基金會,0855,發緩基金會,17154611,臺北市
320,實踐大學,070,實踐大學,03724401,臺北市
321,財團法人桃園縣私立國宏長期照顧中心(養護型),2977,國宏長照,17870712,桃園市
322,中華民國新生活教育推廣協會,854,新生活協會,37981862,花蓮縣
323,社團法人桃園縣愛與祥和公益聯盟總會,3365885,桃園公益盟,31672925,桃園市
324,財團法人人本教育文教基金會,31809,人本教育,01009704,臺北市
325,財團法人宜蘭縣私立佛教幸夫社會福利慈善事業基金會,928,幸夫,78224553,宜蘭縣
326,社團法人台灣護樹協會,59424,護樹協會,38970478,臺中市
327,財團法人嘉義縣私立一心教養院,50877,一心教養院,14939132,嘉義縣
328,社團法人台灣我愛我心健康促進協會,5253,,40814072,臺南市
329,社團法人高雄市築夢關懷協會,3110601,築夢,10212101,高雄市
330,財團法人玄門法師文教基金會,1021210,玄門法師,38801332,臺中市
331,財團法人華山社會福利慈善事業基金會,111,華山基金會,18488186,臺北市
332,財團法人第一社會福利基金會,51811,,04170054,臺北市
333,社團法人屏東縣原住民社會公益服務協會,94352,,36722038,屏東縣
334,財團法人蒲公英希望基金會,785,蒲公英希望,48948460,臺北市
335,社團法人新北市脊髓損傷者協會,7879,新北市脊髓,87808038,新北市
336,財團法人新北市私立天道總會社會福利慈善事業基金會,0861,天道基金會,87794750,新北市
337,社團法人彰化縣視障者關懷協會,45678,彰化視協,45678104,彰化縣
338,社團法人花蓮縣兒童暨家庭關懷協會,522,兒家協會,30139776,花蓮縣
339,財團法人福榮融合教育推廣基金會,1319,福榮基金會,13301182,新竹市
340,財團法人台北市脊髓損傷社會福利基金會,1050,脊損基金會,31826674,臺北市
341,財團法人中華民國婦聯聽障文教基金會,850226,婦聯聽障,97976337,臺北市
342,歐啦身心健康關懷協會,609,歐啦,39021411,臺中市
343,社團法人嘉義縣聽語多重障礙福利協進會,540319,聽語障礙,20266359,嘉義縣
344,社團法人台灣瑪莉愛狗協會,17299,,41496151,新北市
345,社團法人看守台灣協會,922,,17419113,新北市
346,中華民國紅十字會台灣省嘉義縣支會,1207,,13276085,嘉義縣
347,財團法人屏東縣私立屏東啟智教養院,080,屏啟教養院,08029590,屏東縣
348,心智障礙關顧協會,520168,臺南心智,10753859,臺南市
349,社團法人臺東縣南迴健康促進關懷服務協會,4141,南迴協會,36728032,臺東縣
350,財團法人基隆市私立基督教信心社會福利慈善事業基金會附設大光兒少之家,4710088,大光兒少,09842025,基隆市
351,財團法人宜蘭縣社會福利聯合勸募基金會,1667,宜蘭聯勸,10533130,宜蘭縣
352,社團法人世界和平婦女會台灣總會,123,,77128504,臺北市
353,財團法人基督教希望之光會,222785,希望之光,98667464,
354,道教道德協會,77808,道德協會,26316763,臺北市
355,佛光慈善會,108,佛光慈善會,17722614,臺中市
356,社團法人台灣愛貓協會,921314,愛貓協會,26376895,臺北市
357,社團法人宜蘭縣思源仁愛協會,3388,思源仁愛,77045075,
358,社團法人台灣失智症協會,5380,TADA,14915568,臺北市
359,社團法人台南市復健青年勵進會,520888,復健會,06641235,臺南市
360,財團法人甘泉教育基金會,520777,,40912806,屏東縣
361,社團法人台灣亞洲動物福利協會,3200,AAWA,26916892,臺中市
362,財團法人台灣省私立鴻佳啟能庇護中心,252999,鴻佳,56969810,臺南市
363,財團法人喜憨兒社會福利基金會,88432,喜憨兒,92070381,高雄市
364,財團法人台灣兒童暨家庭扶助基金會高雄市南區分事務所,7261651,,76223699,高雄市
365,財團法人中華民國自閉症基金會,402,,00968297,臺北市
366,財團法人屏東基督教勝利之家,7366294,勝利之家,08031293,屏東縣
367,財團法人台北市賽珍珠基金會,399,賽珍珠,81588108,臺北市
